artifactId,name,type,category,route,sourceFile,frontendStatus,backendStatus,demoStatus,assetPack,product,workspace,roles,organizationTypes,riskLevel,description,dependencies,tags,embeddingText,status
neonatal-dashboard,Neonatal Dashboard,tool,Reference,/tools/pediatrics-obgyn/neonatal-dashboard,src/pages/tools/PediatricsObgynAssistantPage.tsx,frontend-routed,unsupported,unsupported,core-platform,product-core-platform,pediatrics|clinical|reference|operations,pediatric clinician|nurse|medical student|emergency-physician|icu-physician|hospital-administrator|platform-admin,hospital,low,"Neonatal dashboard concept for vitals, feeding, bilirubin, growth, screening, and review queues.",src/pages/tools/PediatricsObgynAssistantPage.tsx|src/services/clinicalChatService.ts|toolInventory.test.ts|clinicalToolIdContract.test.ts|clinicalToolAliasSync.test.ts|medicalToolsCatalogIndex.test.ts|medicalExpansionCrossPackValidation.test.ts|clinicalCatalogLaunch.test.js,tool|Reference|pediatrics|clinical|reference|operations|core-platform,neonatal-dashboard neonatal dashboard tool reference tools pediatrics-obgyn neonatal-dashboard core-platform product-core-platform pediatrics clinical reference operations pediatric clinician nurse medical student emergency-physician icu-physician hospital-administrator platform-admin hospital low neonatal dashboard concept for vitals feeding bilirubin growth screening and review queues src pages tools pediatricsobgynassistantpage tsx src services clinicalchatservice ts toolinventory test ts clinicaltoolidcontract test ts clinicaltoolaliassync test ts medicaltoolscatalogindex test ts medicalexpansioncrosspackvalidation test ts clinicalcataloglaunch test js tool reference pediatrics clinical reference operations core-platform,draft
neuro-exam-assistant,Neuro Exam Assistant,tool,Calculator,/tools/neurology/neuro-exam-assistant,src/pages/tools/NeurologyAssistantPage.tsx,frontend-routed,unsupported,unsupported,ai-workflow-pack|core-platform,product-core-platform,clinical|calculator|assistant|ai-workflow|operations,emergency physician|hospitalist|nurse|ICU clinician|medical student|emergency-physician|icu-physician|hospital-administrator|platform-admin,hospital,medium,"Guided neurologic exam checklist for mental status, cranial nerves, motor, sensory, coordination, gait, reflexes, and localization prompts.",src/pages/tools/NeurologyAssistantPage.tsx|src/services/clinicalChatService.ts|toolInventory.test.ts|clinicalToolIdContract.test.ts|clinicalToolAliasSync.test.ts|medicalToolsCatalogIndex.test.ts|medicalExpansionCrossPackValidation.test.ts|clinicalCatalogLaunch.test.js,ai-assisted-tool|Calculator|clinical|calculator|assistant|ai-workflow|operations|ai-workflow-pack|core-platform,neuro-exam-assistant neuro exam assistant tool calculator tools neurology neuro-exam-assistant ai-workflow-pack core-platform product-core-platform clinical calculator assistant ai-workflow operations emergency physician hospitalist nurse icu clinician medical student emergency-physician icu-physician hospital-administrator platform-admin hospital medium guided neurologic exam checklist for mental status cranial nerves motor sensory coordination gait reflexes and localization prompts src pages tools neurologyassistantpage tsx src services clinicalchatservice ts toolinventory test ts clinicaltoolidcontract test ts clinicaltoolaliassync test ts medicaltoolscatalogindex test ts medicalexpansioncrosspackvalidation test ts clinicalcataloglaunch test js ai-assisted-tool calculator clinical calculator assistant ai-workflow operations ai-workflow-pack core-platform,draft
neuro-monitoring-engine,Neuro Monitoring Engine,tool,Reference,/tools/neurology/neuro-monitoring-engine,src/pages/tools/NeurologyAssistantPage.tsx,frontend-routed,unsupported,unsupported,core-platform,product-core-platform,clinical|reference|operations,emergency physician|hospitalist|nurse|ICU clinician|medical student|emergency-physician|icu-physician|hospital-administrator|platform-admin,hospital,low,"Neuro monitoring trend engine for serial exams, consciousness scores, pupillary data, ICP context, and review queues.",src/pages/tools/NeurologyAssistantPage.tsx|src/services/clinicalChatService.ts|toolInventory.test.ts|clinicalToolIdContract.test.ts|clinicalToolAliasSync.test.ts|medicalToolsCatalogIndex.test.ts|medicalExpansionCrossPackValidation.test.ts|clinicalCatalogLaunch.test.js,tool|Reference|clinical|reference|operations|core-platform,neuro-monitoring-engine neuro monitoring engine tool reference tools neurology neuro-monitoring-engine core-platform product-core-platform clinical reference operations emergency physician hospitalist nurse icu clinician medical student emergency-physician icu-physician hospital-administrator platform-admin hospital low neuro monitoring trend engine for serial exams consciousness scores pupillary data icp context and review queues src pages tools neurologyassistantpage tsx src services clinicalchatservice ts toolinventory test ts clinicaltoolidcontract test ts clinicaltoolaliassync test ts medicaltoolscatalogindex test ts medicalexpansioncrosspackvalidation test ts clinicalcataloglaunch test js tool reference clinical reference operations core-platform,draft
neuro-telemetry-dashboard,Neuro Telemetry Dashboard,tool,Reference,/tools/neurology/neuro-telemetry-dashboard,src/pages/tools/NeurologyAssistantPage.tsx,frontend-routed,unsupported,unsupported,emergency-medicine|emergency-department-pack|medical-iot-pack|hospital-operations|digital-twin-pack,product-emergency-department|product-medical-iot|product-hospital-operations|product-digital-twin,iot|operations|hospital-operations|emergency|clinical|reference|medical-iot|maps,biomedical engineer|ICU clinician|nurse|administrator|emergency physician|hospitalist|emergency-physician|icu-physician|hospital-administrator|platform-admin,hospital,high,"Neuro telemetry dashboard for neuro checks, GCS/NIHSS trends, seizure events, ICP/EVD context, freshness, and review queues.",src/pages/tools/NeurologyAssistantPage.tsx|src/services/clinicalChatService.ts|toolInventory.test.ts|clinicalToolIdContract.test.ts|clinicalToolAliasSync.test.ts|medicalToolsCatalogIndex.test.ts|medicalExpansionCrossPackValidation.test.ts|clinicalCatalogLaunch.test.js,tool|Reference|iot|operations|hospital-operations|emergency|clinical|reference|medical-iot|maps|emergency-medicine|emergency-department-pack|medical-iot-pack|digital-twin-pack,neuro-telemetry-dashboard neuro telemetry dashboard tool reference tools neurology neuro-telemetry-dashboard emergency-medicine emergency-department-pack medical-iot-pack hospital-operations digital-twin-pack product-emergency-department product-medical-iot product-hospital-operations product-digital-twin iot operations hospital-operations emergency clinical reference medical-iot maps biomedical engineer icu clinician nurse administrator emergency physician hospitalist emergency-physician icu-physician hospital-administrator platform-admin hospital high neuro telemetry dashboard for neuro checks gcs nihss trends seizure events icp evd context freshness and review queues src pages tools neurologyassistantpage tsx src services clinicalchatservice ts toolinventory test ts clinicaltoolidcontract test ts clinicaltoolaliassync test ts medicaltoolscatalogindex test ts medicalexpansioncrosspackvalidation test ts clinicalcataloglaunch test js tool reference iot operations hospital-operations emergency clinical reference medical-iot maps emergency-medicine emergency-department-pack medical-iot-pack digital-twin-pack,draft
neurology-timeline-ai,Neurology Timeline AI,tool,Reference,/tools/neurology/neurology-timeline-ai,src/pages/tools/NeurologyAssistantPage.tsx,frontend-routed,unsupported,unsupported,ai-workflow-pack|core-platform|emergency-medicine|emergency-department-pack,product-core-platform|product-emergency-department,emergency|clinical|reference|assistant|ai-workflow|operations,emergency physician|ICU clinician|nurse|hospitalist|emergency-physician|icu-physician|hospital-administrator|platform-admin,hospital,medium,"Neurology timeline workflow for symptom onset, exams, imaging, EEG, interventions, and handoff chronology.",src/pages/tools/NeurologyAssistantPage.tsx|src/services/clinicalChatService.ts|toolInventory.test.ts|clinicalToolIdContract.test.ts|clinicalToolAliasSync.test.ts|medicalToolsCatalogIndex.test.ts|medicalExpansionCrossPackValidation.test.ts|clinicalCatalogLaunch.test.js,tool|Reference|emergency|clinical|reference|assistant|ai-workflow|operations|ai-workflow-pack|core-platform|emergency-medicine|emergency-department-pack,neurology-timeline-ai neurology timeline ai tool reference tools neurology neurology-timeline-ai ai-workflow-pack core-platform emergency-medicine emergency-department-pack product-core-platform product-emergency-department emergency clinical reference assistant ai-workflow operations emergency physician icu clinician nurse hospitalist emergency-physician icu-physician hospital-administrator platform-admin hospital medium neurology timeline workflow for symptom onset exams imaging eeg interventions and handoff chronology src pages tools neurologyassistantpage tsx src services clinicalchatservice ts toolinventory test ts clinicaltoolidcontract test ts clinicaltoolaliassync test ts medicaltoolscatalogindex test ts medicalexpansioncrosspackvalidation test ts clinicalcataloglaunch test js tool reference emergency clinical reference assistant ai-workflow operations ai-workflow-pack core-platform emergency-medicine emergency-department-pack,draft
news2,NEWS2,calculator,Calculator,/tools/calculators/news2,src/pages/tools/Calculators.tsx,frontend-routed,backend-backed,live,emergency-medicine|emergency-department-pack,product-emergency-department,emergency|clinical|calculator,emergency physician|ICU clinician|nurse|hospitalist|emergency-physician|icu-physician|hospital-administrator|platform-admin,hospital,medium,"RCP NEWS2: RR, SpO₂ (Scale 1 or 2), supplemental oxygen, systolic BP, pulse, consciousness, temperature — total score and escalation band.",/api/tools/news2/execute|src/pages/tools/Calculators.tsx|src/services/clinicalOrchestratorApi.ts|toolInventory.test.ts|clinicalToolIdContract.test.ts|clinicalToolAliasSync.test.ts|medicalToolsCatalogIndex.test.ts|medicalExpansionCrossPackValidation.test.ts|clinicalCatalogLaunch.test.js,calculator|Calculator|emergency|clinical|emergency-medicine|emergency-department-pack,news2 news2 calculator calculator tools calculators news2 emergency-medicine emergency-department-pack product-emergency-department emergency clinical calculator emergency physician icu clinician nurse hospitalist emergency-physician icu-physician hospital-administrator platform-admin hospital medium rcp news2 rr spo scale 1 or 2 supplemental oxygen systolic bp pulse consciousness temperature total score and escalation band api tools news2 execute src pages tools calculators tsx src services clinicalorchestratorapi ts toolinventory test ts clinicaltoolidcontract test ts clinicaltoolaliassync test ts medicaltoolscatalogindex test ts medicalexpansioncrosspackvalidation test ts clinicalcataloglaunch test js calculator calculator emergency clinical emergency-medicine emergency-department-pack,active
nexus-cspine,NEXUS C-Spine Rule,tool,Calculator,/tools/calculators,src/services/clinicalOrchestratorApi.ts,frontend-routed,backend-backed,live,emergency-medicine|emergency-department-pack,product-emergency-department,emergency|clinical|calculator,emergency physician|ICU clinician|nurse|hospitalist|emergency-physician|icu-physician|hospital-administrator|platform-admin,hospital,medium,NEXUS criteria for cervical spine imaging in blunt trauma (clinical decision support only; not c-spine clearance).,/api/tools/nexus-cspine/execute|src/services/clinicalOrchestratorApi.ts|toolInventory.test.ts|clinicalToolIdContract.test.ts|clinicalToolAliasSync.test.ts|medicalToolsCatalogIndex.test.ts|medicalExpansionCrossPackValidation.test.ts|clinicalCatalogLaunch.test.js,tool|Calculator|emergency|clinical|calculator|emergency-medicine|emergency-department-pack,nexus-cspine nexus c-spine rule tool calculator tools calculators emergency-medicine emergency-department-pack product-emergency-department emergency clinical calculator emergency physician icu clinician nurse hospitalist emergency-physician icu-physician hospital-administrator platform-admin hospital medium nexus criteria for cervical spine imaging in blunt trauma clinical decision support only not c-spine clearance api tools nexus-cspine execute src services clinicalorchestratorapi ts toolinventory test ts clinicaltoolidcontract test ts clinicaltoolaliassync test ts medicaltoolscatalogindex test ts medicalexpansioncrosspackvalidation test ts clinicalcataloglaunch test js tool calculator emergency clinical calculator emergency-medicine emergency-department-pack,deprecated
nihss,NIH Stroke Scale (NIHSS),tool,Calculator,/tools/calculators,src/pages/tools/Calculators.tsx,frontend-routed,unsupported,unsupported,emergency-medicine|emergency-department-pack,product-emergency-department,emergency|clinical|calculator,emergency physician|ICU clinician|nurse|hospitalist|emergency-physician|icu-physician|hospital-administrator|platform-admin,hospital,medium,NIH Stroke Scale — structured neurologic deficit scoring (clinical decision support; does not replace urgent stroke evaluation or treatment decisions).,src/pages/tools/Calculators.tsx|src/services/clinicalChatService.ts|toolInventory.test.ts|clinicalToolIdContract.test.ts|clinicalToolAliasSync.test.ts|medicalToolsCatalogIndex.test.ts|medicalExpansionCrossPackValidation.test.ts|clinicalCatalogLaunch.test.js,ai-assisted-tool|Calculator|emergency|clinical|calculator|emergency-medicine|emergency-department-pack,nihss nih stroke scale nihss tool calculator tools calculators emergency-medicine emergency-department-pack product-emergency-department emergency clinical calculator emergency physician icu clinician nurse hospitalist emergency-physician icu-physician hospital-administrator platform-admin hospital medium nih stroke scale structured neurologic deficit scoring clinical decision support does not replace urgent stroke evaluation or treatment decisions src pages tools calculators tsx src services clinicalchatservice ts toolinventory test ts clinicaltoolidcontract test ts clinicaltoolaliassync test ts medicaltoolscatalogindex test ts medicalexpansioncrosspackvalidation test ts clinicalcataloglaunch test js ai-assisted-tool calculator emergency clinical calculator emergency-medicine emergency-department-pack,draft
nihss-summary-view,NIHSS Summary View,calculator,Calculator,/tools/calculators/nihss-summary-view,src/pages/tools/Calculators.tsx,frontend-routed,unsupported,unsupported,ai-workflow-pack|core-platform|emergency-medicine|emergency-department-pack,product-core-platform|product-emergency-department,emergency|clinical|calculator|assistant|ai-workflow|operations,emergency physician|ICU clinician|nurse|hospitalist|emergency-physician|icu-physician|hospital-administrator|platform-admin,hospital,high,NIH Stroke Scale item summary for stroke exam documentation. Does not replace urgent stroke activation or imaging.,src/pages/tools/Calculators.tsx|toolInventory.test.ts|clinicalToolIdContract.test.ts|clinicalToolAliasSync.test.ts|medicalToolsCatalogIndex.test.ts|medicalExpansionCrossPackValidation.test.ts|clinicalCatalogLaunch.test.js,calculator|Calculator|emergency|clinical|assistant|ai-workflow|operations|ai-workflow-pack|core-platform|emergency-medicine|emergency-department-pack,nihss-summary-view nihss summary view calculator calculator tools calculators nihss-summary-view ai-workflow-pack core-platform emergency-medicine emergency-department-pack product-core-platform product-emergency-department emergency clinical calculator assistant ai-workflow operations emergency physician icu clinician nurse hospitalist emergency-physician icu-physician hospital-administrator platform-admin hospital high nih stroke scale item summary for stroke exam documentation does not replace urgent stroke activation or imaging src pages tools calculators tsx toolinventory test ts clinicaltoolidcontract test ts clinicaltoolaliassync test ts medicaltoolscatalogindex test ts medicalexpansioncrosspackvalidation test ts clinicalcataloglaunch test js calculator calculator emergency clinical assistant ai-workflow operations ai-workflow-pack core-platform emergency-medicine emergency-department-pack,draft
ob-triage-assistant,OB Triage Assistant,tool,Calculator,/tools/pediatrics-obgyn/ob-triage-assistant,src/pages/tools/PediatricsObgynAssistantPage.tsx,frontend-routed,unsupported,unsupported,ai-workflow-pack|core-platform|emergency-medicine|emergency-department-pack,product-core-platform|product-emergency-department,emergency|clinical|pediatrics|calculator|assistant|ai-workflow|operations,emergency physician|ICU clinician|nurse|hospitalist|pediatric clinician|medical student|emergency-physician|icu-physician|hospital-administrator|platform-admin,hospital,medium,"OB triage assistant for maternal symptoms, gestational age, fetal concerns, bleeding, fluid leakage, and urgent pathway prompts.",src/pages/tools/PediatricsObgynAssistantPage.tsx|src/services/clinicalChatService.ts|toolInventory.test.ts|clinicalToolIdContract.test.ts|clinicalToolAliasSync.test.ts|medicalToolsCatalogIndex.test.ts|medicalExpansionCrossPackValidation.test.ts|clinicalCatalogLaunch.test.js,ai-assisted-tool|Calculator|emergency|clinical|pediatrics|calculator|assistant|ai-workflow|operations|ai-workflow-pack|core-platform|emergency-medicine|emergency-department-pack,ob-triage-assistant ob triage assistant tool calculator tools pediatrics-obgyn ob-triage-assistant ai-workflow-pack core-platform emergency-medicine emergency-department-pack product-core-platform product-emergency-department emergency clinical pediatrics calculator assistant ai-workflow operations emergency physician icu clinician nurse hospitalist pediatric clinician medical student emergency-physician icu-physician hospital-administrator platform-admin hospital medium ob triage assistant for maternal symptoms gestational age fetal concerns bleeding fluid leakage and urgent pathway prompts src pages tools pediatricsobgynassistantpage tsx src services clinicalchatservice ts toolinventory test ts clinicaltoolidcontract test ts clinicaltoolaliassync test ts medicaltoolscatalogindex test ts medicalexpansioncrosspackvalidation test ts clinicalcataloglaunch test js ai-assisted-tool calculator emergency clinical pediatrics calculator assistant ai-workflow operations ai-workflow-pack core-platform emergency-medicine emergency-department-pack,draft
observation-vitals-import,Observation And Vitals Import,tool,Patient Data,/patients/:patientId/observations/import,src/pages/platform/PlatformSystemPage.tsx,frontend-routed,backend-backed,demo,medical-iot-pack|hospital-operations|digital-twin-pack,product-medical-iot|product-hospital-operations|product-digital-twin,iot|operations|hospital-operations|medical-iot|maps,biomedical engineer|ICU clinician|nurse|administrator|emergency-physician|icu-physician|hospital-administrator|platform-admin,hospital,low,"Import vitals and observations with unit normalization, device metadata, and freshness labels.",/api/patients/:patientId/import/observations|src/pages/platform/PlatformSystemPage.tsx|src/services/platformSystemsApi.ts|platformSystemsExpansionPlan.test.ts|routePagesSmoke.test.jsx|App.permissions.test.tsx|platformResponsive.test.jsx,tool|Patient Data|iot|operations|hospital-operations|medical-iot|maps|medical-iot-pack|digital-twin-pack,observation-vitals-import observation and vitals import tool patient data patients patientid observations import medical-iot-pack hospital-operations digital-twin-pack product-medical-iot product-hospital-operations product-digital-twin iot operations hospital-operations medical-iot maps biomedical engineer icu clinician nurse administrator emergency-physician icu-physician hospital-administrator platform-admin hospital low import vitals and observations with unit normalization device metadata and freshness labels api patients patientid import observations src pages platform platformsystempage tsx src services platformsystemsapi ts platformsystemsexpansionplan test ts routepagessmoke test jsx app permissions test tsx platformresponsive test jsx tool patient data iot operations hospital-operations medical-iot maps medical-iot-pack digital-twin-pack,beta
operations-incident-center,Operations Incident Center,tool,Other,/operations/incidents,src/pages/platform/PlatformGovernanceWorkspace.tsx,frontend-routed,backend-backed,demo,hospital-operations|digital-twin-pack,product-hospital-operations|product-digital-twin,admin|hospital-operations|operations|maps,administrator|ICU clinician|nurse|biomedical engineer|emergency-physician|icu-physician|hospital-administrator|platform-admin,hospital,high,"Link production incidents to deployments, safety findings, audit events, and degraded service states.",/api/operations/incidents|src/pages/platform/PlatformGovernanceWorkspace.tsx|src/services/platformSystemsApi.ts|platformSystemsExpansionPlan.test.ts|routePagesSmoke.test.jsx|App.permissions.test.tsx|platformResponsive.test.jsx,tool|Other|admin|hospital-operations|operations|maps|digital-twin-pack,operations-incident-center operations incident center tool other operations incidents hospital-operations digital-twin-pack product-hospital-operations product-digital-twin admin hospital-operations operations maps administrator icu clinician nurse biomedical engineer emergency-physician icu-physician hospital-administrator platform-admin hospital high link production incidents to deployments safety findings audit events and degraded service states api operations incidents src pages platform platformgovernanceworkspace tsx src services platformsystemsapi ts platformsystemsexpansionplan test ts routepagessmoke test jsx app permissions test tsx platformresponsive test jsx tool other admin hospital-operations operations maps digital-twin-pack,active
order-set-ai,Intelligent Order Set Assistant,tool,Reference,/tools/order-set-ai,src/pages/tools/OrderSetAi.tsx,frontend-routed,backend-backed,demo,ai-workflow-pack|core-platform|emergency-medicine|emergency-department-pack|cardiology-pack|research-education,product-core-platform|product-emergency-department|product-cardiology|product-research,cardiology|clinical|emergency|research|reference|assistant|ai-workflow|operations|education,cardiologist|emergency physician|hospitalist|ICU clinician|nurse|researcher|medical student|emergency-physician|icu-physician|hospital-administrator|platform-admin,hospital,high,Tier C clinical intelligence workflow that suggests evidence-linked order bundles and protocol pathways for clinician review,/api/clinical-intelligence/order-set-ai/generate|src/pages/tools/OrderSetAi.tsx|src/services/clinicalIntelligenceApi.ts|toolInventory.test.ts|clinicalToolIdContract.test.ts|clinicalToolAliasSync.test.ts|medicalToolsCatalogIndex.test.ts|medicalExpansionCrossPackValidation.test.ts|clinicalCatalogLaunch.test.js,tool|Reference|cardiology|clinical|emergency|research|reference|assistant|ai-workflow|operations|education|ai-workflow-pack|core-platform|emergency-medicine|emergency-department-pack|cardiology-pack|research-education,order-set-ai intelligent order set assistant tool reference tools order-set-ai ai-workflow-pack core-platform emergency-medicine emergency-department-pack cardiology-pack research-education product-core-platform product-emergency-department product-cardiology product-research cardiology clinical emergency research reference assistant ai-workflow operations education cardiologist emergency physician hospitalist icu clinician nurse researcher medical student emergency-physician icu-physician hospital-administrator platform-admin hospital high tier c clinical intelligence workflow that suggests evidence-linked order bundles and protocol pathways for clinician review api clinical-intelligence order-set-ai generate src pages tools ordersetai tsx src services clinicalintelligenceapi ts toolinventory test ts clinicaltoolidcontract test ts clinicaltoolaliassync test ts medicaltoolscatalogindex test ts medicalexpansioncrosspackvalidation test ts clinicalcataloglaunch test js tool reference cardiology clinical emergency research reference assistant ai-workflow operations education ai-workflow-pack core-platform emergency-medicine emergency-department-pack cardiology-pack research-education,active
osmolal-gap,Osmolal Gap,calculator,Calculator,/tools/calculators/osmolal-gap,src/pages/tools/Calculators.tsx,frontend-routed,backend-backed,live,core-platform,product-core-platform,clinical|calculator|operations,emergency physician|hospitalist|nurse|ICU clinician|medical student|emergency-physician|icu-physician|hospital-administrator|platform-admin,hospital,medium,"Osmolal gap calculation from measured osmolality, sodium, glucose, BUN, and optional ethanol. Toxicology context only.",/api/tools/osmolal-gap/execute|src/pages/tools/Calculators.tsx|src/services/clinicalOrchestratorApi.ts|toolInventory.test.ts|clinicalToolIdContract.test.ts|clinicalToolAliasSync.test.ts|medicalToolsCatalogIndex.test.ts|medicalExpansionCrossPackValidation.test.ts|clinicalCatalogLaunch.test.js,calculator|Calculator|clinical|operations|core-platform,osmolal-gap osmolal gap calculator calculator tools calculators osmolal-gap core-platform product-core-platform clinical calculator operations emergency physician hospitalist nurse icu clinician medical student emergency-physician icu-physician hospital-administrator platform-admin hospital medium osmolal gap calculation from measured osmolality sodium glucose bun and optional ethanol toxicology context only api tools osmolal-gap execute src pages tools calculators tsx src services clinicalorchestratorapi ts toolinventory test ts clinicaltoolidcontract test ts clinicaltoolaliassync test ts medicaltoolscatalogindex test ts medicalexpansioncrosspackvalidation test ts clinicalcataloglaunch test js calculator calculator clinical operations core-platform,active
ottawa-ankle,Ottawa Ankle Rule,tool,Calculator,/tools/calculators,src/pages/tools/Calculators.tsx,frontend-routed,unsupported,unsupported,emergency-medicine|emergency-department-pack,product-emergency-department,emergency|clinical|calculator,emergency physician|ICU clinician|nurse|hospitalist|emergency-physician|icu-physician|hospital-administrator|platform-admin,hospital,medium,Ottawa ankle and foot rules — radiography decision support after acute ankle/foot injury (clinical decision support only; not fracture clearance).,src/pages/tools/Calculators.tsx|src/services/clinicalChatService.ts|toolInventory.test.ts|clinicalToolIdContract.test.ts|clinicalToolAliasSync.test.ts|medicalToolsCatalogIndex.test.ts|medicalExpansionCrossPackValidation.test.ts|clinicalCatalogLaunch.test.js,ai-assisted-tool|Calculator|emergency|clinical|calculator|emergency-medicine|emergency-department-pack,ottawa-ankle ottawa ankle rule tool calculator tools calculators emergency-medicine emergency-department-pack product-emergency-department emergency clinical calculator emergency physician icu clinician nurse hospitalist emergency-physician icu-physician hospital-administrator platform-admin hospital medium ottawa ankle and foot rules radiography decision support after acute ankle foot injury clinical decision support only not fracture clearance src pages tools calculators tsx src services clinicalchatservice ts toolinventory test ts clinicaltoolidcontract test ts clinicaltoolaliassync test ts medicaltoolscatalogindex test ts medicalexpansioncrosspackvalidation test ts clinicalcataloglaunch test js ai-assisted-tool calculator emergency clinical calculator emergency-medicine emergency-department-pack,draft
oxygen-escalation-helper,Oxygen Escalation Helper,tool,Calculator,/tools/pulmonology/oxygen-escalation-helper,src/pages/tools/PulmonologyAssistantPage.tsx,frontend-routed,unsupported,unsupported,medical-iot-pack|hospital-operations|digital-twin-pack,product-medical-iot|product-hospital-operations|product-digital-twin,iot|operations|hospital-operations|calculator|medical-iot|maps,biomedical engineer|ICU clinician|nurse|administrator|emergency-physician|icu-physician|hospital-administrator|platform-admin,hospital,medium,"Oxygen escalation checklist support using device context, work of breathing, ROX/PF ratio context, and local policy reminders.",src/pages/tools/PulmonologyAssistantPage.tsx|src/services/clinicalChatService.ts|toolInventory.test.ts|clinicalToolIdContract.test.ts|clinicalToolAliasSync.test.ts|medicalToolsCatalogIndex.test.ts|medicalExpansionCrossPackValidation.test.ts|clinicalCatalogLaunch.test.js,ai-assisted-tool|Calculator|iot|operations|hospital-operations|calculator|medical-iot|maps|medical-iot-pack|digital-twin-pack,oxygen-escalation-helper oxygen escalation helper tool calculator tools pulmonology oxygen-escalation-helper medical-iot-pack hospital-operations digital-twin-pack product-medical-iot product-hospital-operations product-digital-twin iot operations hospital-operations calculator medical-iot maps biomedical engineer icu clinician nurse administrator emergency-physician icu-physician hospital-administrator platform-admin hospital medium oxygen escalation checklist support using device context work of breathing rox pf ratio context and local policy reminders src pages tools pulmonologyassistantpage tsx src services clinicalchatservice ts toolinventory test ts clinicaltoolidcontract test ts clinicaltoolaliassync test ts medicaltoolscatalogindex test ts medicalexpansioncrosspackvalidation test ts clinicalcataloglaunch test js ai-assisted-tool calculator iot operations hospital-operations calculator medical-iot maps medical-iot-pack digital-twin-pack,draft
pack-ai-workflow-pack,AI Workflow Pack,asset-pack,asset-pack,/asset-packs,src/data/assetInventory.ts,frontend-routed,platform-catalog,live-or-local,ai-workflow-pack,product-core-platform,assistant|ai-workflow,unknown,hospital,medium,"AI Workflow Pack groups CareDroid artifacts for entitlement, navigation, and product packaging.",assistant|ai-workflow,asset-pack|ai-workflow-pack|assistant|ai-workflow,pack-ai-workflow-pack ai workflow pack asset-pack asset-pack asset-packs ai-workflow-pack product-core-platform assistant ai-workflow unknown hospital medium ai workflow pack groups caredroid artifacts for entitlement navigation and product packaging assistant ai-workflow asset-pack ai-workflow-pack assistant ai-workflow,active
pack-cardiology-pack,Cardiology Pack,asset-pack,asset-pack,/asset-packs,src/data/assetInventory.ts,frontend-routed,platform-catalog,live-or-local,cardiology-pack,product-cardiology,cardiology|clinical,unknown,hospital,medium,"Cardiology Pack groups CareDroid artifacts for entitlement, navigation, and product packaging.",cardiology|clinical,asset-pack|cardiology-pack|cardiology|clinical,pack-cardiology-pack cardiology pack asset-pack asset-pack asset-packs cardiology-pack product-cardiology cardiology clinical unknown hospital medium cardiology pack groups caredroid artifacts for entitlement navigation and product packaging cardiology clinical asset-pack cardiology-pack cardiology clinical,active
pack-core-platform,Core Platform,asset-pack,asset-pack,/asset-packs,src/data/assetInventory.ts,frontend-routed,platform-catalog,live-or-local,core-platform,product-core-platform,clinical|operations,unknown,hospital,medium,"Core Platform groups CareDroid artifacts for entitlement, navigation, and product packaging.",clinical|operations,asset-pack|core-platform|clinical|operations,pack-core-platform core platform asset-pack asset-pack asset-packs core-platform product-core-platform clinical operations unknown hospital medium core platform groups caredroid artifacts for entitlement navigation and product packaging clinical operations asset-pack core-platform clinical operations,active
pack-digital-twin-pack,Digital Twin Pack,asset-pack,asset-pack,/asset-packs,src/data/assetInventory.ts,frontend-routed,platform-catalog,live-or-local,digital-twin-pack,product-hospital-operations|product-digital-twin,operations|maps,unknown,hospital,medium,"Digital Twin Pack groups CareDroid artifacts for entitlement, navigation, and product packaging.",operations|maps,asset-pack|digital-twin-pack|operations|maps,pack-digital-twin-pack digital twin pack asset-pack asset-pack asset-packs digital-twin-pack product-hospital-operations product-digital-twin operations maps unknown hospital medium digital twin pack groups caredroid artifacts for entitlement navigation and product packaging operations maps asset-pack digital-twin-pack operations maps,active
pack-emergency-department-pack,Emergency Department Pack,asset-pack,asset-pack,/asset-packs,src/data/assetInventory.ts,frontend-routed,platform-catalog,live-or-local,emergency-department-pack,product-emergency-department,emergency,unknown,hospital,medium,"Emergency Department Pack groups CareDroid artifacts for entitlement, navigation, and product packaging.",emergency,asset-pack|emergency-department-pack|emergency,pack-emergency-department-pack emergency department pack asset-pack asset-pack asset-packs emergency-department-pack product-emergency-department emergency unknown hospital medium emergency department pack groups caredroid artifacts for entitlement navigation and product packaging emergency asset-pack emergency-department-pack emergency,active
pack-emergency-medicine,Emergency Medicine Pack,asset-pack,asset-pack,/asset-packs,src/data/assetInventory.ts,frontend-routed,platform-catalog,live-or-local,emergency-medicine,product-emergency-department,emergency|clinical,unknown,hospital,medium,"Emergency Medicine Pack groups CareDroid artifacts for entitlement, navigation, and product packaging.",emergency|clinical,asset-pack|emergency-medicine|emergency|clinical,pack-emergency-medicine emergency medicine pack asset-pack asset-pack asset-packs emergency-medicine product-emergency-department emergency clinical unknown hospital medium emergency medicine pack groups caredroid artifacts for entitlement navigation and product packaging emergency clinical asset-pack emergency-medicine emergency clinical,active
